Wall time,Step,Value
1713800632.791093,19158,-4.993587970733643
1713800632.791399,19179,-4.974366664886475
1713800632.791733,19185,-6.835489749908447
1713800632.79204,19203,-7.416072845458984
1713800632.792333,19212,-5.849528789520264
1713800632.792624,19230,-4.001328945159912
1713800632.792945,19239,-8.915885925292969
1713800632.793252,19263,-8.405536651611328
1713800632.79355,19272,-5.5380682945251465
1713800632.793891,19278,-6.1907124519348145
1713800632.794206,19302,-6.497432231903076
1713800632.794502,19302,-4.685680866241455
1713800632.794791,19326,-6.912493705749512
1713800632.795087,19335,-5.818825721740723
1713800632.795384,19338,-6.445662021636963
1713800632.795675,19362,-6.2557597160339355
1713800632.79597,19368,9.996891021728516
1713800632.796269,19368,-5.038819789886475
1713800632.79655,19395,-5.576562881469727
1713800632.796827,19401,-5.855576038360596
1713800632.797126,19425,-5.4942169189453125
1713800632.797418,19431,10.0
1713800632.797711,19431,-5.576737403869629
1713800632.797986,19440,9.983744621276855
1713800632.798288,19443,-6.914530277252197
1713800632.79859,19467,-6.15653657913208
1713800632.798891,19473,10.0
1713800632.799188,19479,10.0
1713800632.799495,19497,-6.719518661499023
1713800632.799777,19518,-4.213837623596191
1713800632.800061,19518,-9.930696487426758
1713800632.800347,19542,-7.966728210449219
1713800632.800638,19548,10.0
1713800632.800931,19554,10.0
1713800632.801209,19560,10.0
1713800632.801516,19563,-7.0473408699035645
1713800632.80181,19569,-6.939279556274414
1713800632.802107,19599,-6.642583847045898
1713800632.802395,19605,10.0
1713800632.802693,19605,-6.185856819152832
1713800632.802974,19611,10.0
1713800632.803265,19617,10.0
1713800632.80355,19620,-6.34517765045166
1713800632.803856,19653,-7.952456951141357
1713800632.804146,19656,-5.986318588256836
1713800632.80443,19659,10.0
1713800632.80474,19665,10.0
1713800632.805038,19680,-9.455894470214844
1713800632.805343,19692,-5.801229953765869
1713800632.805633,19728,-7.230250835418701
1713800632.805946,19734,5.606446266174316
1713800632.806231,19740,-6.90142822265625
1713800632.806545,19770,-7.168025016784668
1713800632.806853,19770,-4.445282936096191
1713800632.807194,19788,-6.055652618408203
1713800632.807547,19794,10.0
1713800632.80784,19800,-5.6271562576293945
1713800632.808155,19809,-4.688177585601807
1713800632.808446,19830,7.640087127685547
1713800632.808746,19839,-6.898963451385498
1713800632.809054,19845,10.0
1713800632.809352,19854,-6.248500347137451
1713800632.809638,19860,-3.62602162361145
1713800632.809939,19896,-6.887592792510986
1713800632.810258,19911,-8.886238098144531
1713800632.810549,19935,-6.5981364250183105
1713800632.811005,19944,-8.242840766906738
1713800632.81131,19959,-6.271026134490967
1713800632.811595,19968,-4.20970344543457
1713800632.811882,19974,10.0
1713800632.812169,19974,-6.717910289764404
1713800632.812475,20010,-6.850854396820068
1713800632.812758,20013,-6.292050838470459
1713800632.813059,20016,10.0
1713800632.813358,20031,-9.156249046325684
1713800632.813661,20049,-4.256837844848633
1713800632.813945,20058,-7.116125106811523
1713800632.81424,20076,-5.025861740112305
1713800632.814537,20079,-7.681374549865723
1713800632.814832,20082,10.0
1713800632.815113,20100,-4.42490291595459
1713800632.815438,20106,-7.08290433883667
1713800632.81578,20124,-6.083373546600342
1713800632.816069,20151,-7.188379287719727
1713800632.816381,20154,-7.303609848022461
1713800632.816713,20160,10.0
1713800632.817018,20160,-6.541749000549316
1713800632.817308,20166,10.0
1713800632.817626,20181,-5.505268573760986
1713800632.817945,20205,-7.8505859375
1713800632.81823,20208,-4.998879909515381
1713800632.818517,20217,-8.541171073913574
1713800632.81881,20238,-5.3326005935668945
1713800632.819111,20253,-5.971724987030029
1713800632.819406,20268,-8.041421890258789
1713800632.81972,20271,-5.035034656524658
1713800632.820029,20286,-5.7405877113342285
1713800632.820331,20298,-5.214413642883301
1713800632.820637,20316,-5.26497220993042
1713800632.820936,20331,-7.047343730926514
1713800632.82124,20337,-6.799790382385254
1713800632.821534,20343,10.0
1713800632.821831,20349,-5.776429653167725
1713800632.822141,20370,-7.000418663024902
1713800632.822435,20376,-5.418539047241211
1713800632.822731,20382,-5.981924533843994
1713800632.823085,20412,-6.261199951171875
1713800632.823459,20412,-7.122051239013672
1713800632.823752,20427,-7.177597999572754
1713800632.824061,20451,-6.701626300811768
1713800632.824373,20460,-6.67966365814209
1713800632.824669,20463,-6.24146842956543
1713800632.824981,20478,9.942716598510742
1713800632.825278,20505,-7.6916399002075195
1713800632.825591,20505,9.846174240112305
1713800632.825874,20511,-7.066148281097412
1713800632.826175,20535,-3.4801151752471924
1713800632.826487,20547,-6.208847999572754
1713800632.826798,20553,-7.390782356262207
1713800632.827139,20574,-6.434182643890381
1713800632.827475,20592,-6.503483295440674
1713800632.827812,20598,-5.938013076782227
1713800632.828103,20601,-4.899140357971191
1713800632.828398,20601,9.979639053344727
1713800632.828688,20631,-5.7963433265686035
1713800632.828992,20634,-5.878111362457275
1713800632.82927,20640,-6.568857192993164
1713800632.829587,20670,-4.410212516784668
1713800632.82988,20676,10.0
1713800632.83017,20682,-8.093560218811035
1713800632.830463,20685,-6.612722396850586
1713800632.83075,20688,10.0
1713800632.831057,20718,-5.69339656829834
1713800632.831355,20730,-7.358975410461426
1713800632.831647,20742,-7.479841232299805
1713800632.831951,20757,-5.182063579559326
1713800632.832243,20763,-7.469496250152588
1713800632.832522,20778,-6.367623329162598
1713800632.832823,20796,-6.767948150634766
1713800632.833119,20817,-6.744173526763916
1713800632.833404,20823,-5.146889686584473
1713800632.833686,20844,-6.996242046356201
1713800632.833984,20850,10.0
1713800632.834287,20862,-7.729656219482422
1713800632.834568,20868,-6.857339859008789
1713800632.83485,20871,-2.756007194519043
1713800632.835156,20874,10.0
1713800632.835472,20910,-7.591200828552246
1713800632.835751,20922,-8.511089324951172
1713800632.836052,20931,-9.240438461303711
1713800632.836359,20937,-5.2756218910217285
1713800632.836671,20952,-5.389205455780029
1713800632.83695,20958,-4.154024600982666
1713800632.837246,20979,-6.331542015075684
1713800632.837567,20988,-5.774594306945801
1713800632.837863,21000,-5.562413215637207
1713800632.838232,21027,-6.31369161605835
1713800632.838558,21039,9.765578269958496
1713800632.838851,21054,-7.450407981872559
1713800632.839155,21066,-4.629486083984375
1713800632.839511,21096,-5.518909931182861
1713800632.839815,21099,-6.55355978012085
1713800632.840116,21108,-6.410022735595703
1713800632.840449,21123,-5.1841559410095215
1713800632.840751,21153,-7.557127952575684
1713800632.841064,21156,-8.3620023727417
1713800632.841342,21159,10.0
1713800632.841658,21165,10.0
1713800632.84196,21165,-7.407350540161133
1713800632.842258,21171,9.99646282196045
1713800632.84257,21192,-5.526327133178711
1713800632.842872,21198,-5.961786270141602
1713800632.843183,21234,-9.322771072387695
1713800632.843467,21237,-5.892801761627197
1713800632.843768,21246,-7.5579986572265625
1713800632.844063,21264,-4.78005313873291
1713800632.844342,21270,-5.182384014129639
1713800632.844622,21276,-4.757473945617676
1713800632.844923,21282,10.0
1713800632.845218,21303,-5.837070941925049
1713800632.8455,21309,-6.166414260864258
1713800632.845784,21312,-4.780717372894287
1713800632.846101,21315,10.0
1713800632.846398,21348,-6.136746406555176
1713800632.846676,21348,-6.473412990570068
1713800632.846962,21354,7.827788829803467
1713800632.847282,21360,10.0
1713800632.847571,21363,9.950450897216797
1713800632.847849,21384,-6.019052028656006
1713800632.848166,21387,-4.8002214431762695
1713800632.848459,21420,-6.285882472991943
1713800632.848753,21420,-7.246697425842285
1713800632.849043,21435,-7.271763801574707
1713800632.849366,21450,-5.166182041168213
1713800632.84969,21465,-7.730283737182617
1713800632.849969,21483,-7.005969047546387
1713800632.850262,21489,10.0
1713800632.85056,21489,-4.340941905975342
1713800632.850857,21492,9.736719131469727
1713800632.851137,21516,-4.550637722015381
1713800632.851463,21522,-5.424942493438721
1713800632.851742,21522,9.994200706481934
1713800632.85204,21555,-4.5091142654418945
1713800632.852346,21558,-8.827606201171875
1713800632.85269,21561,-5.7419023513793945
1713800632.852994,21564,10.0
1713800632.853275,21606,-6.250436782836914
1713800632.853579,21606,-6.937225341796875
1713800632.853871,21609,-7.704477310180664
1713800632.854166,21630,9.916605949401855
1713800632.854459,21642,-6.474438667297363
1713800632.854765,21663,-6.76119327545166
1713800632.855051,21687,-7.041186332702637
1713800632.855371,21693,-9.244894027709961
1713800632.855674,21702,-6.402573585510254
1713800632.855983,21735,-5.671916484832764
1713800632.856275,21735,-7.91933012008667
1713800632.856564,21744,-6.043483734130859
1713800632.85692,21750,10.0
1713800632.857222,21759,-3.875725507736206
1713800632.857523,21780,-5.408360004425049
1713800632.857825,21783,-6.446141242980957
1713800632.85814,21795,-6.360452651977539
1713800632.858447,21828,-6.749696254730225
1713800632.858753,21831,-7.971851348876953
1713800632.859087,21837,10.0
1713800632.859411,21852,-7.148474216461182
1713800632.859743,21864,-5.440363883972168
1713800632.860051,21870,10.0
1713800632.86036,21879,-4.9472575187683105
1713800632.860648,21894,-7.254046440124512
1713800632.86094,21912,-3.820408821105957
1713800632.861248,21918,10.0
1713800632.861534,21930,-9.260235786437988
1713800632.861842,21936,-6.764770984649658
1713800632.862165,21963,-5.684089183807373
1713800632.862477,21966,-5.949946403503418
1713800632.862781,21978,-5.662039279937744
1713800632.863069,21993,-4.077849864959717
1713800632.863363,21999,-5.923949718475342
1713800632.86365,22005,10.0
1713800632.863941,22026,-4.614780902862549
1713800632.864227,22035,-6.068450927734375
1713800632.86452,22071,-5.704677104949951
1713800632.864829,22074,-5.692412376403809
1713800632.865126,22077,10.0
1713800632.86542,22080,-6.803334712982178
1713800632.865737,22116,-6.03001070022583
1713800632.866037,22119,-6.406056880950928
1713800632.866325,22128,-7.579416275024414
1713800632.866614,22158,-6.8045654296875
1713800632.866916,22176,-6.991267681121826
1713800632.867234,22179,-8.392352104187012
1713800632.867556,22200,-7.430950164794922
1713800632.867845,22218,-6.901554107666016
1713800632.868125,22221,-7.113671779632568
1713800632.868422,22221,-4.2881035804748535
1713800632.8687,22227,10.0
1713800632.868998,22257,-6.873054504394531
1713800632.869282,22260,-5.7608160972595215
1713800632.869577,22275,-8.512773513793945
1713800632.869859,22284,-4.278247833251953
1713800632.870146,22290,-6.063449382781982
1713800632.870427,22323,-4.893314838409424
1713800632.870723,22326,-7.090794086456299
1713800632.87101,22329,-8.221233367919922
1713800632.871302,22356,-6.097109317779541
1713800632.871603,22371,-7.503509521484375
1713800632.871893,22377,-8.20893669128418
1713800632.872243,22398,-5.911134719848633
1713800632.872552,22404,10.0
1713800632.872872,22410,10.0
1713800632.873181,22413,-6.084390163421631
1713800632.873496,22425,-8.402782440185547
1713800632.873806,22452,-6.115810871124268
1713800632.874096,22458,-7.832489013671875
1713800632.874409,22458,-4.957296848297119
1713800632.874693,22458,9.989230155944824
1713800632.875481,22494,-4.75452184677124
1713800632.875941,22494,-5.583441257476807
1713800632.876255,22500,-7.243350028991699
1713800632.876552,22527,-5.565138339996338
1713800632.876892,22536,-6.046650409698486
1713800632.877231,22545,-5.638287544250488
1713800632.877564,22563,-6.373750686645508
1713800632.877882,22587,-8.058115005493164
1713800632.878193,22590,-7.619074821472168
1713800632.878497,22611,-8.131339073181152
1713800632.878799,22629,-7.136378288269043
1713800632.879115,22635,-7.761932373046875
1713800632.879596,22638,-5.186020374298096
1713800632.880648,22668,-6.0542073249816895
1713800632.880968,22689,-7.534538745880127
1713800632.88142,22698,-9.486394882202148
1713800632.881822,22710,-6.558093547821045
1713800632.88216,22728,-5.230189323425293
1713800632.882465,22731,-6.630115985870361
1713800632.88277,22743,-5.357561111450195
1713800632.88315,22752,-4.662088871002197
1713800632.88344,22773,-4.642735004425049
1713800632.88374,22776,-7.770503044128418
1713800632.884533,22782,-5.513511657714844
1713800632.885211,22803,-3.935288429260254
1713800632.885986,22818,-6.121705055236816
1713800632.886424,22821,-6.463803291320801
1713800632.886714,22824,10.0
1713800632.887079,22845,-6.550344944000244
1713800632.887389,22851,-5.052984237670898
1713800632.887685,22869,-7.066879749298096
1713800632.88803,22884,-6.00223445892334
1713800632.888354,22890,-7.183715343475342
1713800632.888687,22920,-5.5167388916015625
1713800632.889056,22920,-4.7307353019714355
1713800632.889439,22926,-9.5015869140625
1713800632.889826,22959,-5.92918062210083
1713800632.890525,22962,-6.594054222106934
1713800632.890966,22968,10.0
1713800632.891448,22974,10.0
1713800632.891855,22977,-8.77894401550293
1713800632.892345,22998,-5.465207099914551
1713800632.892779,23004,10.0
1713800632.893189,23019,-6.352940559387207
1713800632.893575,23043,-5.814648628234863
1713800632.893935,23046,-11.520856857299805
1713800632.894276,23058,-6.713572025299072
1713800632.894606,23091,-7.522153854370117
1713800632.894906,23091,-6.830060005187988
1713800632.895201,23106,-7.921821594238281
1713800632.895567,23127,-6.284940242767334
1713800632.895899,23133,10.0
1713800632.896199,23133,-5.793115615844727
1713800632.896519,23139,10.0
1713800632.897056,23148,-6.553313732147217
1713800632.897364,23172,-5.5609354972839355
1713800632.897684,23190,-6.263495445251465
1713800632.898058,23190,-7.007697582244873
1713800632.898387,23196,10.0
1713800632.898731,23202,10.0
1713800632.899101,23208,-6.269776821136475
1713800632.899445,23217,-3.3906173706054688
1713800632.899782,23232,-7.037042617797852
1713800632.900138,23238,-5.616198539733887
1713800632.900441,23256,-6.370279788970947
1713800632.900731,23259,-5.313389778137207
1713800632.90102,23274,-5.368425369262695
1713800632.901318,23289,-5.72537899017334
1713800632.901599,23295,-6.319023132324219
1713800632.901887,23313,-6.839334487915039
1713800632.902174,23322,-5.0214738845825195
1713800632.902492,23328,-4.725033283233643
1713800632.90277,23355,-7.2404704093933105
1713800632.903059,23361,-6.376948833465576
1713800632.903379,23361,-5.651249408721924
1713800632.903668,23382,-4.445463180541992
1713800632.903947,23394,-7.009669303894043
1713800632.904245,23403,-5.900668144226074
1713800632.904557,23409,10.0
1713800632.904843,23427,-7.6278886795043945
1713800632.905132,23427,-6.0487470626831055
1713800632.905424,23436,-4.759304523468018
1713800632.905742,23451,-4.045170307159424
1713800632.906025,23466,-6.744270324707031
1713800632.906328,23481,-5.359071254730225
1713800632.906641,23484,-3.9730212688446045
1713800632.906944,23487,-7.694236755371094
1713800632.907236,23514,-4.787199974060059
1713800632.907541,23523,-7.0503315925598145
1713800632.907859,23541,-8.691608428955078
1713800632.908141,23553,-6.802339553833008
1713800632.908436,23559,-3.9873859882354736
1713800632.908746,23568,-7.474799633026123
1713800632.909063,23589,-6.558373928070068
1713800632.909348,23595,-6.06270694732666
1713800632.909644,23601,-6.028244495391846
1713800632.909931,23616,-5.196617126464844
1713800632.910249,23622,-5.0335869789123535
1713800632.910528,23622,-4.345348834991455
1713800632.910831,23649,-4.873596668243408
1713800632.911196,23652,-5.645375728607178
1713800632.911515,23655,-4.75241231918335
1713800632.911872,23685,-5.733572959899902
1713800632.912152,23691,-6.555980205535889
1713800632.912561,23703,-5.586129665374756
1713800632.912867,23727,-5.423154830932617
1713800632.91318,23733,-7.310401916503906
1713800632.913494,23745,-7.409802436828613
1713800632.913779,23763,-5.972800254821777
1713800632.914084,23778,-6.7184977531433105
1713800632.914378,23787,-7.437920570373535
1713800632.914703,23790,-5.204924583435059
1713800632.914993,23811,-6.046605110168457
1713800632.915304,23826,-4.973923683166504
1713800632.915611,23835,-7.336583614349365
1713800632.915897,23844,-4.185655117034912
1713800632.916196,23850,10.0
1713800632.916486,23862,-5.908810615539551
1713800632.916797,23874,-5.429728984832764
1713800632.917085,23880,-5.346975326538086
1713800632.917388,23898,-4.547937393188477
1713800632.917676,23910,-6.8909010887146
1713800632.917992,23913,-5.744278430938721
1713800632.918292,23925,-5.222719192504883
1713800632.9186,23949,-5.835751056671143
1713800632.918914,23955,-5.4004645347595215
1713800632.919198,23958,-6.506137847900391
1713800632.919517,23964,10.0
1713800632.919801,23994,-7.569858551025391
1713800632.920124,23997,-7.0794901847839355
1713800632.92042,24018,-6.328166961669922
1713800632.920723,24030,-5.427026271820068
1713800632.921004,24045,-6.545792102813721
1713800632.921318,24048,-4.2773661613464355
1713800632.921619,24075,-6.804104804992676
1713800632.921902,24078,-5.864727020263672
1713800632.922204,24084,10.0
1713800632.922495,24090,-7.037318706512451
1713800632.922816,24090,10.0
1713800632.9231,24096,10.0
1713800632.92343,24120,-6.829326152801514
1713800632.923716,24126,-5.155420303344727
1713800632.924018,24147,-4.24379825592041
1713800632.924305,24156,-10.415152549743652
1713800632.924606,24165,-7.744956016540527
1713800632.924918,24189,-6.422874927520752
1713800632.925211,24192,-6.35535192489624
1713800632.925556,24198,10.0
1713800632.925865,24204,-5.633142471313477
1713800632.926164,24228,-5.861207008361816
1713800632.926461,24243,-7.47957706451416
1713800632.926843,24246,-7.298210144042969
1713800632.927157,24264,-6.233853340148926
1713800632.927452,24276,-5.53881311416626
1713800632.927798,24282,-6.757829189300537
1713800632.928133,24306,-6.6285858154296875
1713800632.928426,24309,-5.936074256896973
1713800632.92873,24315,-5.052576541900635
1713800632.929074,24321,10.0
1713800632.929385,24342,-5.852072238922119
1713800632.929679,24351,-7.432405948638916
1713800632.930006,24366,-3.604750156402588
1713800632.930324,24375,-7.934141159057617
1713800632.930614,24390,-7.569258689880371
1713800632.930912,24396,10.0
1713800632.931225,24396,-5.006744861602783
1713800632.93155,24402,10.0
1713800632.931855,24414,-6.7139201164245605
1713800632.932187,24429,-4.060224533081055
1713800632.932499,24432,-6.5966997146606445
1713800632.932778,24450,-5.697014808654785
1713800632.933071,24459,-5.536184310913086
1713800632.933385,24471,-5.994226932525635
1713800632.933682,24471,-4.249775409698486
1713800632.93397,24492,-6.152545928955078
1713800632.934249,24498,10.0
1713800632.93456,24501,-5.555981636047363
1713800632.935121,24522,-7.658009052276611
1713800632.936146,24525,-4.60152530670166
1713800632.936452,24531,-4.015978813171387
1713800632.936759,24564,-6.744207859039307
1713800632.937068,24564,-6.90663480758667
1713800632.937366,24570,10.0
1713800632.937716,24576,-7.312831878662109
1713800632.977543,24594,-5.724075794219971
1713800632.977898,24621,-6.599289417266846
1713800632.978223,24630,-9.07170295715332
1713800632.978577,24645,-7.427382946014404
1713800632.978875,24651,-5.528382778167725
1713800632.979178,24669,-6.200236797332764
1713800632.97981,24669,-4.740687370300293
1713800632.980148,24678,-5.139327526092529
1713800632.980449,24705,-6.2272796630859375
1713800632.980804,24705,-6.381134033203125
1713800632.981098,24711,-5.351440906524658
1713800632.98139,24741,-6.294267177581787
1713800632.981749,24744,-6.107936859130859
1713800632.98205,24753,-6.129091739654541
1713800632.982344,24765,-4.806552410125732
1713800632.982638,24780,-4.88749361038208
1713800632.983006,24783,-5.720900535583496
1713800632.983307,24810,-7.531039714813232
1713800632.983609,24816,-6.122134208679199
1713800632.983929,24825,-5.939996719360352
1713800632.98423,24840,-5.495307922363281
1713800632.984526,24846,10.0
1713800632.984814,24861,-6.881625652313232
1713800632.98517,24864,-3.686094284057617
1713800632.985457,24870,10.0
1713800632.985749,24876,-7.657345771789551
1713800632.986068,24900,-6.293798923492432
1713800632.986377,24915,-7.243513584136963
1713800632.986673,24924,-5.8464202880859375
1713800632.986965,24927,-4.8843536376953125
1713800632.987318,24933,9.988731384277344
1713800632.98761,24954,-3.406702756881714
1713800632.987907,24963,-6.356062412261963
1713800632.988233,24978,-7.763965129852295
1713800632.98854,24984,-5.498044490814209
1713800632.988839,25020,-5.170999050140381
1713800632.989132,25023,-6.507578372955322
1713800632.989487,25044,-6.452461242675781
1713800632.989779,25062,-6.959415435791016
1713800632.990086,25074,-7.693316459655762
1713800632.990443,25086,-7.079960346221924
1713800632.990779,25101,-6.915912628173828
1713800632.991135,25101,-5.277132034301758
1713800632.991702,25122,-6.235857009887695
1713800632.992178,25137,-5.291950702667236
1713800632.992664,25146,-7.715701103210449
1713800632.993072,25155,-5.847562789916992
1713800632.993452,25173,-6.277886390686035
1713800632.993842,25176,-5.693153381347656
1713800632.994146,25194,-5.842652320861816
1713800632.994456,25200,10.0
1713800632.994834,25206,10.0
1713800632.995234,25209,-5.930689811706543
1713800632.995574,25215,-6.857882022857666
1713800632.995906,25242,-5.959515571594238
1713800632.996215,25245,-5.516215801239014
1713800632.996511,25269,-5.04893159866333
1713800632.996799,25275,-10.47237777709961
1713800632.997144,25284,-6.329616069793701
1713800632.997434,25302,-5.14705228805542
1713800632.99775,25305,-6.480542182922363
1713800632.998066,25311,10.0
1713800632.998402,25335,-8.070631980895996
1713800632.998699,25341,9.997196197509766
1713800632.999018,25347,-7.5981597900390625
1713800632.999368,25350,-6.102921962738037
1713800632.999663,25386,-6.487622261047363
1713800632.999957,25386,-6.379493713378906
1713800633.000284,25392,-7.557303428649902
1713800633.000615,25398,10.0
1713800633.000899,25428,-6.45723295211792
1713800633.001195,25434,-8.215150833129883
1713800633.001544,25443,-6.387784004211426
1713800633.001832,25464,-6.190483570098877
1713800633.002122,25470,-6.5246100425720215
1713800633.002421,25485,-7.260662078857422
1713800633.002746,25497,-5.202415943145752
1713800633.003033,25500,-4.54234504699707
1713800992.933482,25515,-5.5329790115356445
1713800992.936148,25530,-5.33514928817749
1713800992.938832,25542,-6.7338175773620605
1713800992.940264,25551,-4.215335369110107
1713800992.941286,25560,-7.466378211975098
1713800992.942464,25578,-6.480463027954102
1713800992.944105,25584,10.0
1713800992.945924,25590,-6.924460411071777
1713800992.947222,25611,-7.944244384765625
1713800992.948691,25638,-6.555505752563477
1713800992.94958,25641,-7.2946014404296875
1713800992.951611,25650,-6.18687629699707
1713800992.952765,25662,-4.179407596588135
1713800992.95427,25668,-4.578377723693848
1713800992.955453,25686,-6.432058811187744
1713800992.956493,25704,-6.187102794647217
1713800992.957832,25725,-7.511216163635254
1713800992.959091,25737,-7.938817501068115
1713800992.960364,25737,-6.0357561111450195
1713800992.961069,25764,-4.791581153869629
1713800992.961793,25767,-6.602283000946045
1713800992.962553,25770,-5.407247543334961
1713800992.963327,25797,-4.711022853851318
1713800992.963955,25803,-6.27842378616333
1713800992.964447,25812,-6.800976276397705
1713800992.96565,25830,-5.794427394866943
1713800992.966554,25836,-6.1579365730285645
1713800992.967427,25854,-6.994312286376953
1713800992.967872,25875,-6.60771369934082
1713800992.968186,25881,-7.348985195159912
1713800992.968517,25893,-6.239553928375244
1713800992.96882,25911,-5.380430221557617
1713800992.969123,25926,-5.9348554611206055
1713800992.969425,25938,-6.769649505615234
1713800993.006131,25956,-7.513679504394531
1713800993.006592,25965,-6.705977439880371
1713800993.007228,25971,10.0
1713800993.007504,25977,10.0
1713800993.007882,25980,-7.107564926147461
1713800993.008243,25989,-6.022078037261963
1713800993.008533,26019,-5.630451202392578
1713800993.008803,26019,-6.783692359924316
1713800993.009084,26025,10.0
1713800993.009365,26031,10.0
1713800993.009634,26049,-10.803245544433594
1713800993.009895,26061,-4.952679634094238
1713800993.010199,26064,-6.800268173217773
1713800993.010472,26094,-6.004732608795166
1713800993.010742,26097,-5.542653560638428
1713800993.011001,26115,-8.281442642211914
1713800993.011311,26142,-6.4338884353637695
1713800993.011586,26145,-7.005773544311523
1713800993.011858,26148,10.0
1713800993.01212,26154,10.0
1713800993.012413,26154,-5.382587909698486
1713800993.012684,26175,-5.580301284790039
1713800993.012969,26202,-5.925815582275391
1713800993.013231,26208,-4.731426239013672
1713800993.013551,26208,-6.007948398590088
1713800993.013863,26214,10.0
1713800993.014135,26247,-5.810020923614502
1713800993.01439,26247,-5.242775917053223
1713800993.014684,26253,10.0
1713800993.014964,26253,-8.250821113586426
1713800993.015243,26283,-5.70944881439209
1713800993.0155,26286,-6.331419944763184
1713800993.01582,26295,-6.549053192138672
1713800993.016085,26325,-6.430144309997559
1713800993.016353,26331,-7.953896522521973
1713800993.016612,26340,-6.757601737976074
1713800993.016939,26346,10.0
1713800993.01721,26355,-5.315464496612549
1713800993.017483,26367,-5.244019031524658
1713800993.017744,26385,-5.738202095031738
1713800993.018068,26388,-6.430504322052002
1713800993.018338,26418,-5.939222812652588
1713800993.018595,26418,-7.7726874351501465
1713800993.018858,26442,-7.086049556732178
1713800993.019173,26448,10.0
1713800993.019454,26454,-6.419796943664551
1713800993.019718,26463,-7.345348834991455
1713800993.019979,26469,10.0
1713800993.020285,26499,-7.38898229598999
1713800993.020562,26502,-5.7060160636901855
1713800993.020826,26502,-8.540444374084473
1713800993.021101,26535,-5.583881378173828
1713800993.021418,26541,10.0
1713800993.021688,26541,-6.168189525604248
1713800993.021956,26553,-8.155913352966309
1713800993.022226,26577,-6.183022499084473
1713800993.022551,26589,-6.043709754943848
1713800993.022829,26601,-9.580001831054688
1713800993.023092,26628,-7.590630054473877
1713800993.023364,26637,-5.8919901847839355
1713800993.023688,26643,-8.981740951538086
1713800993.023961,26670,-7.083870887756348
1713800993.024219,26676,-6.389642238616943
1713800993.024515,26688,-7.422511577606201
1713800993.024794,26691,-4.1750288009643555
1713800993.025068,26709,-5.8108296394348145
1713800993.025333,26733,-7.3937482833862305
1713800993.025651,26736,-7.31649923324585
1713800993.025919,26742,-6.070367813110352
1713800993.026184,26769,-5.702682018280029
1713800993.026442,26772,-6.264805793762207
1713800993.026743,26787,-7.8905205726623535
1713800993.027003,26802,-5.429996967315674
1713800993.027291,26808,-5.772995471954346
1713800993.02755,26823,-5.9235076904296875
1713800993.027976,26844,-6.111225128173828
1713800993.028246,26847,-7.495659828186035
1713800993.028507,26865,-7.176337242126465
1713800993.02878,26874,-5.422003746032715
1713800993.029102,26892,-7.192243576049805
1713800993.02938,26901,-6.572504043579102
1713800993.029645,26919,-4.372939586639404
1713800993.029914,26925,-5.686311721801758
1713800993.030191,26928,-4.950857162475586
1713800993.030465,26934,10.0
1713800993.030724,26961,-6.2587809562683105
1713800993.030984,26970,-6.280313968658447
1713800993.03128,26973,-6.017986297607422
1713800993.031561,27000,-6.780348300933838
1713800993.031821,27009,-5.610651969909668
1713800993.032077,27012,-6.6502509117126465
1713800993.032361,27033,-6.148365497589111
1713800993.032652,27042,-5.94075870513916
1713800993.032915,27048,10.0
1713800993.033173,27060,-8.32929801940918
1713800993.033474,27063,-5.657280921936035
1713800993.033761,27075,-4.8963799476623535
1713800993.034021,27087,-5.205080032348633
1713800993.034635,27096,-5.129218101501465
1713800993.034937,27102,10.0
1713800993.035201,27120,-7.061384201049805
1713800993.035468,27123,-5.445052623748779
1713800993.035763,27126,10.0
1713800993.036024,27141,-6.555597305297852
1713800993.036283,27162,-6.173913478851318
1713800993.036542,27180,-7.225164890289307
1713800993.036869,27186,-6.934477806091309
1713800993.037133,27198,-6.325780391693115
1713800993.03739,27219,-6.17645788192749
1713800993.037647,27225,10.0
1713800993.038008,27225,-6.736258029937744
1713800993.038297,27231,10.0
1713800993.038553,27237,-6.599647045135498
1713800993.03881,27261,-4.767999172210693
1713800993.03911,27276,-5.70031213760376
1713800993.039399,27276,-8.226221084594727
1713800993.039656,27297,-6.486903667449951
1713800993.039934,27309,-5.824026584625244
1713800993.040206,27324,-6.993360996246338
1713800993.040482,27342,-7.775451183319092
1713800993.040739,27354,-6.638136863708496
1713800993.041004,27363,-5.381677150726318
1713800993.041278,27375,-5.65802526473999
1713800993.041541,27381,9.996676445007324
1713800993.041792,27387,10.0
1713800993.042054,27390,-4.49908971786499
1713800993.042343,27393,-5.854406833648682
1713800993.042601,27393,10.0
1713800993.042853,27399,10.0
1713800993.043103,27423,-4.418746471405029
1713800993.0434,27429,-6.392838001251221
1713800993.043662,27444,-6.098857879638672
1713800993.043912,27471,-5.044206619262695
1713800993.044159,27471,-5.769787788391113
1713800993.044452,27483,-6.8341898918151855
1713800993.044718,27513,-6.640081405639648
1713800993.044967,27516,-6.540323257446289
1713800993.045215,27519,-6.30949592590332
1713800993.045467,27543,-4.566531658172607
1713800993.045777,27552,-6.188354969024658
1713800993.046027,27558,-6.478475570678711
1713800993.04628,27588,-6.273909091949463
1713800993.046535,27594,-5.836888790130615
1713800993.046817,27603,-8.348959922790527
1713800993.047077,27609,10.0
