steps,reward,lenght
0,0,0
50,-26.629855101675453,50
52,9.948545219448677,2
127,-37.19765377697289,75
202,-62.589606416037405,75
203,10.0,1
278,-53.206713347476835,75
299,7.670511746045893,21
300,9.973146234065547,1
375,-59.5960158641726,75
450,-61.14966912694463,75
525,-52.39317761216161,75
600,-37.39049242871779,75
675,-58.41441220042501,75
750,-54.609118060717975,75
825,-41.47981521434798,75
840,9.352025560333775,15
915,-54.19410358118991,75
990,-59.95950357466176,75
991,9.983863870592266,1
992,10.0,1
996,9.845460577299272,4
999,9.90426516298529,3
1002,9.902766566908706,3
1077,-60.82944297802899,75
1152,-60.77496136364038,75
1227,-56.7289197009837,75
1302,-58.84511644906828,75
1377,-56.63526372708566,75
1452,-61.426490264492074,75
1527,-60.41927148063768,75
1602,-64.47590987693424,75
1677,-59.36641297926932,75
1752,-63.59296244726708,75
1827,-63.12739854243314,75
1902,-63.51443170149317,75
1903,9.995914373777731,1
1978,-62.09765045786186,75
2053,-61.03261848680006,75
2128,-60.952911759232585,75
2203,-58.79159477379685,75
2278,-59.27201644061898,75
2353,-62.3301587986471,75
2357,9.82370634935798,4
2432,-61.8978511741417,75
2507,-62.552070922954584,75
2582,-63.65797395986711,75
2657,-54.4890326070256,75
2732,-61.226209632870685,75
2807,-55.65138766237487,75
2882,-62.048678629529064,75
2904,1.2324849685254193,22
2914,9.507693096516219,10
2989,-59.384221827397134,75
3064,-58.186945278171265,75
3065,10.0,1
3140,-63.28164892232577,75
3215,-56.26562891909789,75
3290,-60.722396631797544,75
3291,10.0,1
3366,-56.41057662842319,75
3441,-61.48072907497699,75
3442,10.0,1
3443,9.99612357742914,1
3518,-57.57300948659529,75
3593,-60.26936296020775,75
3668,-45.74995419880172,75
3743,-26.388362617898387,75
3818,-46.252108323680666,75
3893,-51.34622130712926,75
3895,9.955135734930302,2
3970,-48.33615759377257,75
3971,10.0,1
4046,-24.605932504798687,75
4047,10.0,1
4054,9.711464067398927,7
4129,-39.44814941175602,75
4204,-33.627283865281726,75
4274,-8.602090063076828,70
4349,-45.474607088478315,75
4424,-4.409504707064497,75
4499,-30.194830166831657,75
4574,-7.4103149745874894,75
4649,-56.355808085058555,75
4660,9.525319546145427,11
4735,-60.06630101688576,75
4810,-63.726770986207725,75
4885,-22.591424177849234,75
4886,10.0,1
4887,9.996079666329937,1
4888,10.0,1
4963,-20.386915034714814,75
5038,-14.123832599695993,75
5113,-10.974429297690996,75
5188,-12.108481241223553,75
5263,-34.25645543331218,75
5338,-25.485556234815334,75
5413,-24.7110955516224,75
5414,9.98936804979983,1
5415,10.0,1
5490,-53.32976515858923,75
5502,9.195284503736369,12
5577,-26.69951817864247,75
5597,5.673475788993695,20
5672,-41.1071595823661,75
5747,-13.81175232449768,75
5756,9.646028723269012,9
5831,-4.316929874397657,75
5832,9.974227692232846,1
5907,-11.646036498293991,75
5957,-3.408021845605459,50
6032,-10.662011754702219,75
6107,-25.167280893040473,75
6182,-37.83118697948715,75
6257,-5.280771819689338,75
6258,10.0,1
6333,-20.94377876956027,75
6408,-21.39349069368522,75
6483,-16.455646750014953,75
6558,-6.152406939366544,75
6633,-10.112326309052818,75
6708,-49.08210887125393,75
6783,-13.270283474767261,75
6858,-13.978353018526638,75
6933,-5.443320831076064,75
7008,-11.622583093179015,75
7028,7.973250614338793,20
7103,-5.355883079916249,75
7155,7.4794555265184695,52
7230,-23.567524986345624,75
7305,-5.6561763303437465,75
7306,9.980431412781302,1
7381,-48.23380616851606,75
7456,-9.930798190060921,75
7531,-8.183290503008076,75
7606,-4.783668447865748,75
7681,-24.514423640618983,75
7733,7.043026540538973,52
7736,9.417501249651684,3
7811,-4.757287821596395,75
7812,10.0,1
7848,8.069707865187334,36
7923,-19.94360929971805,75
7924,10.0,1
7999,-3.85063410371067,75
8074,-3.6851142201446985,75
8149,-7.402507400659853,75
8161,9.40193851550957,12
8169,9.728372174357096,8
8244,-4.429168915604069,75
8319,-5.873175798992628,75
8394,-14.60564298951062,75
8412,6.370082232317918,18
8428,9.128112447168084,16
8447,9.04002939915223,19
8522,-8.107983593952948,75
8527,8.31806045681593,5
8580,6.9470627186630445,53
8655,-5.0801584686471495,75
8730,-4.393695157676639,75
8731,10.0,1
8755,3.733484883910215,24
8830,-5.822718879769224,75
8905,-4.417320097082875,75
8919,7.689928493811648,14
8928,9.669963858843133,9
8944,9.197075023903485,16
9011,-7.609077877224301,67
9039,7.729755193350562,28
9114,-7.026484455373195,75
9115,10.0,1
9131,9.19701922014321,16
9173,7.23645588823959,42
9248,-7.445329132454612,75
9249,10.0,1
9324,-15.434242573591883,75
9325,10.0,1
9380,4.2638338075602515,55
9391,9.509177488136016,11
9466,-13.556640017765996,75
9467,9.984757983565167,1
9473,9.766048239205604,6
9479,9.770613602161921,6
9480,10.0,1
9555,-7.8052244808947115,75
9556,10.0,1
9631,-41.90296400612303,75
9640,6.125838468709327,9
9715,-5.895022224429991,75
9716,10.0,1
9791,-23.221326166962847,75
9866,-62.361431241059435,75
9870,9.870368695381607,4
9871,9.996270518986847,1
9899,8.519643611088219,28
9933,7.664090431582567,34
9934,9.972307887633558,1
9935,9.97627178453837,1
10010,-23.571590372263945,75
10011,10.0,1
10012,10.0,1
10087,-62.668678819593694,75
10162,-64.28505505998055,75
10176,9.51061178916481,14
10177,9.978606618373924,1
10214,8.023807598017367,37
10289,-60.03382366777641,75
10290,9.978331614998364,1
10365,-37.963743232584115,75
10369,9.857075906421555,4
10444,-4.800406444169552,75
10448,9.871987879990547,4
10454,7.381320615662283,6
10469,9.215459064202495,15
10470,9.979695452348233,1
10473,9.683910815935427,3
10485,9.482405458644322,12
10490,9.83615603079912,5
10502,9.53185835915794,12
10507,9.818512013548965,5
10582,-4.740238616784131,75
10622,5.290410546276686,40
10697,-4.611739521950316,75
10706,9.617079458078448,9
10713,9.682397300421384,7
10714,9.993031950256217,1
10733,9.172554932105594,19
10737,9.84077054339177,4
10812,-3.9444675716154687,75
10819,9.69512922910573,7
10894,-12.138101303475635,75
10913,9.071603870061022,19
10988,-7.124796700833534,75
11013,8.754598127762732,25
11039,8.434851229666558,26
11114,-11.877012535658551,75
11122,9.692598237846358,8
11131,9.621754237161433,9
11132,9.992683268961104,1
11133,9.979859896548058,1
11138,9.828521313348691,5
11149,9.462055121320741,11
11224,-6.872412813546789,75
11231,9.704680410568276,7
11270,7.578299516665751,39
11271,9.988130945664603,1
11275,8.692885272865663,4
11350,-9.522264025602565,75
11425,-7.991424694462136,75
11500,-5.3065579710814585,75
11575,1.6775021041847609,75
11586,9.480316313127682,11
11587,10.0,1
11601,9.410106341345786,14
11676,-5.913354778678646,75
11689,7.972735672936368,13
11702,9.428775442851531,13
11777,-23.07538188443949,75
11784,9.434141416277683,7
11859,-5.8059970852712315,75
11865,9.73328359652213,6
11866,10.0,1
11937,5.624742678463667,71
12012,-6.80011591482005,75
12024,8.804308272838739,12
12045,8.158576882871397,21
12065,6.970416459463644,20
12071,9.057212756520544,6
12146,-6.529482729909209,75
12155,9.601187729681554,9
12163,9.613619011415187,8
12167,8.77409795477096,4
12183,8.701480824854478,16
12192,9.594868693191954,9
12211,-2.3805814146444,19
12221,9.575993207485451,10
12231,9.605605303810027,10
12306,-5.442963468289701,75
12309,9.906167821952053,3
12340,8.297047755211146,31
12415,-6.778369635432671,75
12490,-5.407141786908569,75
12501,9.498961598529334,11
12511,9.591067206829251,10
12586,-4.978196956759849,75
12661,-5.368899515830184,75
12676,9.352967118406067,15
12677,10.0,1
12727,2.0694770492492918,50
12761,8.507724874874471,34
12778,9.229905912243538,17
12811,8.466298837221478,33
12820,9.582019746814032,9
12835,9.290331161107849,15
12852,9.089862349480665,17
12927,-5.482430469095708,75
13002,-4.466203657470781,75
13028,8.495832517102166,26
13103,-4.248712055886833,75
13178,-5.387109845291015,75
13191,9.385035316623611,13
13266,-5.240802973764188,75
13279,9.479710602788682,13
13303,8.636911046973173,24
13304,9.970532801825566,1
13306,9.923027192355056,2
13381,-7.840114004968154,75
13403,8.932293569751417,22
13434,5.976750506194419,31
13509,-62.144645363552364,75
13553,7.543403873688249,44
13558,9.803020943262101,5
13563,9.395889687845047,5
13587,8.589762347860635,24
13608,4.678580825180652,21
13612,9.892781616579576,4
13615,9.929067553433809,3
13627,9.492569649626189,12
13642,9.321430935108276,15
13644,9.936965635969296,2
13645,10.0,1
13647,9.946668144548994,2
13665,9.15380722985742,18
13676,9.467024835019677,11
13684,9.694961010675566,8
13689,9.83502220576284,5
13701,9.385869429444424,12
13776,-8.569457616537365,75
13777,10.0,1
13827,7.76573452490446,50
13828,9.96931492650466,1
13829,10.0,1
13904,-7.36673041027626,75
13979,-4.373275367303982,75
13980,9.969467719823237,1
14017,-0.7103479842641338,37
14092,-5.926231460514384,75
14120,-2.469113566457695,28
14125,9.792849142887597,5
14139,9.401341868005218,14
14214,-3.9292195354734973,75
14264,7.329607744632703,50
14265,10.0,1
14297,7.123187877073879,32
14372,-5.029344812184551,75
14389,8.076729542195162,17
14399,9.241492871467925,10
14401,9.945648500523804,2
14403,9.96568168456431,2
14423,8.974322483192024,20
14498,-4.162861468594985,75
14503,9.816055703175374,5
14578,-7.600197544509997,75
14579,10.0,1
14580,10.0,1
14594,9.384831585677025,14
14621,1.3663810110142443,27
14626,9.412157638093873,5
14640,9.274996960986659,14
