steps,reward,lenght
0,0,0
75,-62.781633948879055,75
150,-63.133889460634016,75
225,-44.411023870479575,75
226,10.0,1
227,10.0,1
302,-59.56416040977227,75
323,5.23962730232841,21
324,10.0,1
333,9.674358547160837,9
408,-43.149250149640174,75
483,-62.16919201178095,75
484,10.0,1
559,-52.635731923481295,75
634,-47.76985049697278,75
709,-40.85546702789194,75
784,-42.07159496364798,75
859,-46.44456631922654,75
863,9.869699087877382,4
938,-27.975442531262008,75
1013,-60.00075660640118,75
1088,-60.110315253376804,75
1163,-62.88996158092786,75
1238,-61.87316773606917,75
1242,9.874199541007677,4
1317,-56.11762399362482,75
1392,-51.34972160277116,75
1393,9.985212197932743,1
1395,9.950027250212536,2
1470,-62.98569745586062,75
1545,-62.20409182767697,75
1620,-63.349274952709905,75
1695,-60.117894084112955,75
1770,-63.23711892260385,75
1845,-56.20727306171462,75
1920,-61.99165570410166,75
1921,9.98287667979476,1
1996,-57.793537416114155,75
2071,-62.41958731385568,75
2072,9.972445146941723,1
2147,-62.5652020557159,75
2222,-58.76149488108278,75
2297,-63.629211258875785,75
2372,-63.60197673057194,75
2447,-62.1332911242113,75
2452,9.805425866223182,5
2527,-62.43875961514659,75
2602,-60.24898499342926,75
2677,-63.03141931837024,75
2752,-58.58130658935735,75
2827,-62.91514287300332,75
2902,-62.837992527345115,75
2977,-59.5783675839322,75
3052,-59.33279229611309,75
3127,-56.28286856291458,75
3134,9.718588865390531,7
3209,-58.68879309882883,75
3284,-59.761261600472785,75
3359,-54.539233545153984,75
3434,-61.71541158734901,75
3509,-57.25625893134323,75
3584,-63.509242073047176,75
3659,-47.67635416289162,75
3666,7.511043198002328,7
3741,-25.331646363556235,75
3816,-49.41752273653185,75
3891,-20.92880499651026,75
3966,-59.68613300709212,75
3967,10.0,1
4042,-14.72491168439661,75
4117,-34.67129057643807,75
4192,-59.52431347173052,75
4267,-58.90804932186487,75
4342,-62.67566455782588,75
4417,-34.72233185149043,75
4421,9.858654438129387,4
4496,-57.03291333147042,75
4571,-44.766339683600485,75
4646,-54.64572286964216,75
4721,-16.87766783286585,75
4722,10.0,1
4797,-29.600567738837423,75
4802,9.828860151234721,5
4877,-12.34323029083323,75
4925,-1.5532440789765758,48
4926,10.0,1
5001,-11.29482167489798,75
5076,-21.40233185400116,75
5087,9.485486175694053,11
5162,-22.446582470981767,75
5237,-43.02005589655481,75
5312,-7.810638096460077,75
5387,-32.23366793917002,75
5394,9.025373794474842,7
5469,-19.675208792191473,75
5544,-38.509134367413075,75
5619,-15.760809694984502,75
5694,-24.692508515517826,75
5763,-5.072787062883451,69
5838,-12.070791315302849,75
5913,-5.786975874867218,75
5988,-4.583499634874039,75
6063,-6.234934064137029,75
6138,-7.679373605465618,75
6213,-15.31508827981223,75
6288,-15.875824815591917,75
6363,-4.3159226530254715,75
6407,6.721780023456352,44
6482,-5.478853131353206,75
6505,6.849337565201905,23
6580,-23.371064649213388,75
6582,9.9396617843154,2
6657,-5.452449837164703,75
6658,10.0,1
6733,-6.546298269778625,75
6734,10.0,1
6809,-4.127327669967528,75
6839,3.3580120155051816,30
6914,-6.018962718142145,75
6922,9.683171167167483,8
6997,-5.245714186332984,75
7072,-18.61859023174672,75
7147,-13.288215419483722,75
